LC1_LC2,11,12
LC2_LC3,12,13
LC3_LC4,13,14
LC4_LC5,14,15
LC5_LC6,15,16
LC6_LC7,16,17
LC7_LC8,17,18
LC8_LC9,18,19
LC9_LC10,19,20
