LX1_LX2,31,32
LX2_LX3,32,33
LX3_LX4,33,34
LX4_LX5,34,35
LX5_LX6,35,36
LX6_LX7,36,37
LX7_LX8,37,38
LX8_LX9,38,39
LX9_LX10,39,40
