subject,session,experiment_phase,trial_index,pulse_time,log_num,log_time
SC000,0,STUDY2,192,329816198.96316695,0,329819.34420206805
SC000,0,STUDY2,193,329822344.842942,0,329825.36148931447
SC000,0,STUDY2,194,329828362.138461,0,329831.476769767
SC000,0,STUDY2,195,329834477.174039,0,329837.8034401715
SC000,0,STUDY2,196,329840808.739776,0,329844.9184166855
SC000,0,STUDY2,197,329847922.943775,0,329850.7426016055
SC000,0,STUDY2,198,329853749.221707,0,329856.9180901585
SC000,0,STUDY2,199,329859924.07941103,0,329863.667218162
SC000,0,STUDY2,200,329866667.733294,0,329869.740249321
SC000,0,STUDY2,201,329872747.568913,0,329876.26725724153
SC000,0,STUDY2,202,329879272.912724,0,329883.27673357853
SC000,0,STUDY2,203,329886277.00436497,0,329889.6307469255
SC000,0,STUDY2,204,329892631.140901,0,329896.1113446175
SC000,0,STUDY2,205,329899111.836867,0,329903.29473129904
SC000,0,STUDY2,206,329906295.085179,0,329909.86970791104
SC000,0,STUDY2,207,329912875.58633703,0,329916.201054806
SC000,0,STUDY2,208,329919201.578388,0,329923.2496850105
SC000,0,STUDY2,209,329926255.8473,0,329930.84919209697
SC000,0,STUDY2,210,329933849.87261003,0,329938.0174224415
SC000,0,STUDY2,211,329941022.619745,0,329943.9934744885
SC000,0,STUDY2,212,329946994.065206,0,329949.9332632725
SC000,0,STUDY2,213,329952938.84946203,0,329956.326677114
SC000,0,STUDY2,214,329959331.207723,0,329963.31694587204
SC000,0,STUDY2,215,329966321.917822,0,329969.874058055
SC000,0,SYNC_PULSE_TEST,-1,330340506.214332,0,330340.499812253
SC000,0,SYNC_PULSE_TEST,-1,330341500.503043,0,330341.499812253
SC000,0,SYNC_PULSE_TEST,-1,330342500.586805,0,330342.499812253
SC000,0,SYNC_PULSE_TEST,-1,330343500.05077,0,330343.499812253
SC000,0,SYNC_PULSE_TEST,-1,330344500.067811,0,330344.499812253
SC000,0,SYNC_PULSE_TEST,-1,330345500.24835104,0,330345.499812253
SC000,0,SYNC_PULSE_TEST,-1,330346500.34307003,0,330346.499812253
SC000,0,SYNC_PULSE_TEST,-1,330347500.314602,0,330347.499812253
SC000,0,SYNC_PULSE_TEST,-1,330348500.48762,0,330348.499812253
SC000,0,SYNC_PULSE_TEST,-1,330349500.189041,0,330349.499812253
SC000,0,TEST,0,330367126.180074,0,330371.696176479
SC000,0,TEST,1,330374696.417616,0,330379.4071122225
SC000,0,TEST,2,330382414.761096,0,330386.31105168746
SC000,0,TEST,3,330389311.202807,0,330392.867606184
SC000,0,TEST,4,330395872.361076,0,330400.06000422896
SC000,0,TEST,5,330403060.608494,0,330407.1785014805
SC000,0,TEST,6,330410178.606162,0,330414.1629118535
SC000,0,TEST,7,330417163.403522,0,330420.9636651965
SC000,0,TEST,8,330423963.80523205,0,330429.53464494797
SC000,0,TEST,9,330432541.57197106,0,330436.2598872285
SC000,0,TEST,10,330439265.947017,0,330442.8081830195
SC000,0,TEST,11,330445808.716514,0,330449.119668575
SC000,0,TEST,12,330452119.938973,0,330455.5800314845
SC000,0,TEST,13,330458584.31798595,0,330462.374112937
SC000,0,TEST,14,330465374.61346,0,330469.026856308
SC000,0,TEST,15,330472027.05601203,0,330475.3430320575
SC000,0,TEST,16,330478343.559038,0,330481.794466236
SC000,0,TEST,17,330484794.63484,0,330489.7736844345
SC000,0,TEST,18,330492774.210507,0,330497.4247045845
SC000,0,TEST,19,330500425.132115,0,330504.00702629297
SC000,0,TEST,20,330507007.622327,0,330510.1001850375
SC000,0,TEST,21,330513100.416573,0,330516.5109246195
SC000,0,TEST,22,330519511.35114497,0,330524.2768178325
SC000,0,TEST,23,330527281.849076,0,330531.49920648756
SC000,0,TEST,24,330534499.356877,0,330539.0820799875
SC000,0,TEST,25,330542082.177006,0,330546.5987347365
SC000,0,TEST,26,330549599.145763,0,330553.23293523653
SC000,0,TEST,27,330556233.07728,0,330559.6843761235
SC000,0,TEST,28,330562691.515247,0,330567.61637716996
SC000,0,TEST,29,330570621.645071,0,330574.0087551635
SC000,0,TEST,30,330577013.129236,0,330580.078042529
SC000,0,TEST,31,330583082.872855,0,330586.45834485
SC000,0,TEST,32,330589458.688631,0,330592.859031318
SC000,0,TEST,33,330595859.550414,0,330599.201466764
SC000,0,TEST,34,330602201.783703,0,330606.0480404005
SC000,0,TEST,35,330609048.432706,0,330613.1330792605
SC000,0,TEST,36,330616140.04162,0,330619.289915642
SC000,0,TEST,37,330622290.09081596,0,330626.8257213795
SC000,0,TEST,38,330629826.250194,0,330635.08218701347
SC000,0,TEST,39,330638083.49305797,0,330642.123138278
SC000,0,TEST,40,330645123.53789103,0,330649.4135678485
SC000,0,TEST,41,330652418.761278,0,330656.85306017497
SC000,0,TEST,42,330659860.292418,0,330663.08847918746
SC000,0,TEST,43,330666088.799402,0,330670.279497442
SC000,0,TEST,44,330673284.451238,0,330677.5279703935
SC000,0,TEST,45,330680528.25387496,0,330684.237929048
SC000,0,TEST,46,330687242.692469,0,330690.53703204147
SC000,0,TEST,47,330693537.38477,0,330698.183626917
SC000,0,TEST,48,330701183.90355897,0,330705.035694015
SC000,0,TEST,49,330708035.951571,0,330710.7272146655
SC000,0,TEST,50,330713732.451465,0,330718.294118873
SC000,0,TEST,51,330721294.363887,0,330725.418383269
SC000,0,TEST,52,330728418.821932,0,330731.6891113455
SC000,0,TEST,53,330734689.31189096,0,330738.3337864695
SC000,0,TEST,54,330741334.097547,0,330745.98568177153
SC000,0,TEST,55,330748985.980462,0,330752.342194573
SC000,0,TEST,56,330755342.891643,0,330759.8488620895
SC000,0,TEST,57,330762849.151707,0,330766.4892273955
SC000,0,TEST,58,330769489.481744,0,330773.62370185
SC000,0,TEST,59,330776624.088588,0,330780.2954124515
SC000,0,TEST,60,330783295.553597,0,330786.3770952545
SC000,0,TEST,61,330789377.626869,0,330792.919811203
SC000,0,TEST,62,330795919.962377,0,330799.096426701
SC000,0,TEST,63,330802101.69684005,0,330806.61771926645
SC000,0,TEST,64,330809626.49076504,0,330812.56115799455
SC000,0,TEST,65,330815561.474278,0,330818.98633255996
SC000,0,TEST,66,330821987.590404,0,330826.0612082505
SC000,0,TEST,67,330829065.954091,0,330832.645557384
SC000,0,TEST,68,330835646.570842,0,330838.658088564
SC000,0,TEST,69,330841662.479639,0,330844.94786246
SC000,0,TEST,70,330847948.79355603,0,330850.93639921246
SC000,0,TEST,71,330853940.70142,0,330857.17891951953
SC000,0,TEST,72,330860184.12109697,0,330864.3313748925
SC000,0,TEST,73,330867331.9725,0,330870.7141950535
SC000,0,TEST,74,330873720.316176,0,330877.721704824
SC000,0,TEST,75,330880726.750473,0,330884.741774232
SC000,0,TEST,76,330887746.87432605,0,330891.27706319303
SC000,0,TEST,77,330894283.46268,0,330897.445904067
SC000,0,TEST,78,330900446.47659904,0,330903.729681213
SC000,0,TEST,79,330906735.228148,0,330909.80515324755
SC000,0,TEST,80,330912809.31473196,0,330916.192795811
SC000,0,TEST,81,330919193.271567,0,330922.621997131
SC000,0,TEST,82,330925622.60259,0,330928.7856512745
SC000,0,TEST,83,330931785.763144,0,330934.9224532285
SC000,0,TEST,84,330937928.45275396,0,330940.9830529435
SC000,0,TEST,85,330943989.42479604,0,330947.443561629
SC000,0,TEST,86,330950443.96123904,0,330953.4821226675
SC000,0,TEST,87,330956482.414369,0,330959.6765228215
SC000,0,TEST,88,330962677.203464,0,330966.8673616925
SC000,0,TEST,89,330969867.575623,0,330973.2466669585
SC000,0,TEST,90,330976247.155709,0,330980.4298164675
SC000,0,TEST,91,330983430.00792,0,330986.97840547655
SC000,0,TEST,92,330989978.961171,0,330993.727262921
SC000,0,TEST,93,330996732.41279,0,331000.013239512
SC000,0,TEST,94,331003013.369934,0,331007.30438842403
SC000,0,TEST,95,331010309.824036,0,331014.685329015
SC000,0,TEST,96,331017690.217411,0,331020.978858914
SC000,0,TEST,97,331023979.21032596,0,331027.935476189
SC000,0,TEST,98,331030940.742307,0,331035.181926448
SC000,0,TEST,99,331038182.33717,0,331041.4148598825
SC000,0,TEST,100,331044421.471936,0,331047.919889704
SC000,0,TEST,101,331050924.28798395,0,331054.10024336947
SC000,0,TEST,102,331057100.44982404,0,331060.81089395
SC000,0,TEST,103,331063811.483922,0,331066.26254796004
SC000,0,TEST,104,331069262.992057,0,331073.1929349805
SC000,0,TEST,105,331076197.747318,0,331079.7676437235
SC000,0,TEST,106,331082773.450281,0,331086.0860910255
SC000,0,TEST,107,331089086.584162,0,331092.840818424
SC000,0,TEST,108,331095841.27001,0,331099.023389332
SC000,0,TEST,109,331102023.950374,0,331105.39180329803
SC000,0,TEST,110,331108397.692711,0,331114.05801880546
SC000,0,TEST,111,331117058.521237,0,331120.93689765397
SC000,0,TEST,112,331123937.14732003,0,331127.489289275
SC000,0,TEST,113,331130489.57551104,0,331134.321100089
SC000,0,TEST,114,331137321.31178004,0,331141.7906811475
SC000,0,TEST,115,331144790.859117,0,331149.14354295295
SC000,0,TEST,116,331152143.688629,0,331155.6359633655
SC000,0,TEST,117,331158636.287804,0,331162.079433091
SC000,0,TEST,118,331165086.45902103,0,331169.03634172946
SC000,0,TEST,119,331172041.819848,0,331176.6489993625
SC000,0,TEST,120,331179649.574213,0,331183.1743995365
SC000,0,TEST,121,331186174.67950195,0,331190.66694690497
SC000,0,TEST,122,331193672.170761,0,331197.1154737215
SC000,0,TEST,123,331200116.049703,0,331204.1864627965
SC000,0,TEST,124,331207186.668778,0,331211.18241394055
SC000,0,TEST,125,331214183.089815,0,331218.1904689545
SC000,0,TEST,126,331221190.872513,0,331225.1585708655
SC000,0,TEST,127,331228163.432532,0,331231.398867491
SC000,0,TEST,128,331234399.20022404,0,331238.15622257
SC000,0,TEST,129,331241156.473609,0,331244.3176260225
SC000,0,TEST,130,331247323.144866,0,331250.9501219315
SC000,0,TEST,131,331253955.890709,0,331258.463964052
SC000,0,TEST,132,331261464.076479,0,331264.4564699695
SC000,0,TEST,133,331267463.223636,0,331270.7693576025
SC000,0,TEST,134,331273769.866912,0,331278.928121901
SC000,0,TEST,135,331281928.260122,0,331285.9904031695
SC000,0,TEST,136,331288990.84941,0,331292.694715063
SC000,0,TEST,137,331295700.860241,0,331300.2010425705
SC000,0,TEST,138,331303201.581398,0,331306.5977299685
SC000,0,TEST,139,331309598.05515295,0,331312.7326598995
SC000,0,TEST,140,331315737.913536,0,331319.4650414565
SC000,0,TEST,141,331322465.45317,0,331325.71156466997
SC000,0,TEST,142,331328711.961169,0,331331.8629522065
SC000,0,TEST,143,331334863.293864,0,331338.196965108
SC000,0,TEST,144,331341197.295998,0,331344.383932142
SC000,0,TEST,145,331347388.897961,0,331351.2311068145
SC000,0,TEST,146,331354231.30443,0,331357.5362118735
SC000,0,TEST,147,331360536.867542,0,331363.628553381
SC000,0,TEST,148,331366629.305858,0,331369.69030912
SC000,0,TEST,149,331372690.712094,0,331376.7520663175
SC000,0,TEST,150,331379752.311488,0,331383.16777152
SC000,0,TEST,151,331386173.63394403,0,331389.561873827
SC000,0,TEST,152,331392562.418264,0,331396.6286318955
SC000,0,TEST,153,331399629.263955,0,331402.9094633535
SC000,0,TEST,154,331405909.735828,0,331409.2166984065
SC000,0,TEST,155,331412217.138063,0,331415.2888424915
SC000,0,TEST,156,331418289.48359597,0,331421.5343030085
SC000,0,TEST,157,331424539.238178,0,331429.1509651835
SC000,0,TEST,158,331432156.948907,0,331435.1729497375
SC000,0,TEST,159,331438177.83282,0,331442.53897112096
SC000,0,TEST,160,331445539.337352,0,331449.0138801065
SC000,0,TEST,161,331452014.562093,0,331455.73554597003
SC000,0,TEST,162,331458740.06779397,0,331462.1130976385
SC000,0,TEST,163,331465113.264491,0,331470.5208317605
SC000,0,TEST,164,331473521.009274,0,331477.0958840205
SC000,0,TEST,165,331480102.02402,0,331484.134781759
SC000,0,TEST,166,331487135.458989,0,331490.9446992295
SC000,0,TEST,167,331493945.186454,0,331497.7301304065
SC000,0,TEST,168,331500730.282899,0,331504.220094081
SC000,0,TEST,169,331507226.336834,0,331510.933308344
SC000,0,TEST,170,331513933.975645,0,331517.49739429296
SC000,0,TEST,171,331520498.06278896,0,331524.81975824595
SC000,0,TEST,172,331527819.940011,0,331531.9650593805
SC000,0,TEST,173,331534965.737701,0,331538.76001756603
SC000,0,TEST,174,331541760.324629,0,331546.0164290325
SC000,0,TEST,175,331549021.066412,0,331552.709528657
SC000,0,TEST,176,331555710.50610703,0,331559.316860859
SC000,0,TEST,177,331562322.452196,0,331565.690973365
SC000,0,TEST,178,331568691.11423504,0,331571.9479338745
SC000,0,TEST,179,331574948.36398,0,331578.3535203005
SC000,0,TEST,180,331581354.02512497,0,331585.14321969205
SC000,0,TEST,181,331588143.713442,0,331592.0833611005
SC000,0,TEST,182,331595088.287751,0,331598.313055285
SC000,0,TEST,183,331601318.286084,0,331605.00330291747
SC000,0,TEST,184,331608003.56428695,0,331611.898695807
SC000,0,TEST,185,331614903.589624,0,331618.94559693197
SC000,0,TEST,186,331621946.176996,0,331625.967910818
SC000,0,TEST,187,331628973.304783,0,331632.65863916546
SC000,0,TEST,188,331635664.393023,0,331638.5640951065
SC000,0,TEST,189,331641564.34805095,0,331644.87018581503
SC000,0,TEST,190,331647876.72596,0,331651.2419991675
SC000,0,TEST,191,331654247.437358,0,331657.407439509
