subject,session,experiment_phase,event,trial_index,sync_time,orient_time,trial_time,time_to_respond,log_num,log_time
SC000,0,STUDY1,ENCODING_LONG,86,327230733.26037997,327230752.93129504,327232741.005165,1611.1400229856372,0,327234.364071318
SC000,0,STUDY1,ENCODING_LONG,87,327237368.45584804,327237390.63267004,327239378.405925,705.903951486107,0,327240.0965366215
SC000,0,STUDY1,ENCODING_LONG,88,327243097.00170004,327243124.558668,327245112.49942297,1524.1279950132594,0,327246.648686663
SC000,0,STUDY1,ENCODING_LONG,89,327249648.945926,327249678.32485706,327251666.617869,1943.9683475065976,0,327253.62229320453
SC000,0,STUDY1,ENCODING_LONG,90,327256622.662514,327256652.51725096,327258640.44105303,1189.28573501762,0,327259.841802986
SC000,0,STUDY1,ENCODING_LONG,91,327262841.979099,327262870.30344397,327264852.464442,1587.7578075160272,0,327266.4580612515
SC000,0,STUDY1,ENCODING_LONG,92,327269464.08707297,327269483.483736,327271473.232469,2312.4467479647137,0,327273.79593048396
SC000,0,STUDY1,ENCODING_LONG,93,327276802.496529,327276822.869887,327278811.063404,1005.3350435337052,0,327279.8282049305
SC000,0,STUDY1,ENCODING_LONG,94,327282828.307911,327282856.429442,327284844.032409,1724.0522190113552,0,327286.580481661
SC000,0,STUDY1,ENCODING_LONG,95,327289589.22981805,327289608.286125,327291596.449712,2018.7966090161353,0,327293.627082734
SC000,0,STUDY1,ENCODING_LONG,96,327296632.80974,327296652.533652,327298644.360993,1275.8148650173098,0,327299.92834851705
SC000,0,STUDY1,ENCODING_LONG,97,327302928.901206,327302959.001625,327304947.174273,1942.5238035037182,0,327306.9015254285
SC000,0,STUDY1,ENCODING_LONG,98,327309901.934031,327309930.340152,327311918.368425,2258.2455630181357,0,327314.188585715
SC000,0,STUDY1,ENCODING_LONG,99,327317194.608562,327317214.15340096,327319202.126493,1616.748565575108,0,327320.83090196655
SC000,0,STUDY1,ENCODING_LONG,100,327323831.449992,327323869.813977,327325839.572705,2217.0678515103646,0,327328.0868818285
SC000,0,STUDY1,ENCODING_LONG,101,327331087.183717,327331116.79869,327333105.257308,1845.9651109878905,0,327334.962763801
SC000,0,STUDY1,ENCODING_LONG,102,327337967.911372,327337987.96082497,327339977.295518,2577.571327565238,0,327342.56553215254
SC000,0,STUDY1,ENCODING_LONG,103,327345571.12122405,327345591.22036797,327347579.600397,2083.3115790155716,0,327349.674531947
SC000,0,STUDY1,ENCODING_LONG,104,327352679.424892,327352698.995587,327354686.900531,1819.187527464237,0,327356.5181831145
SC000,0,STUDY1,ENCODING_LONG,105,327359518.596664,327359547.526816,327361537.572816,1542.5242629717104,0,327363.090051079
SC000,0,STUDY1,ENCODING_LONG,106,327366090.290994,327366117.285768,327368105.424358,1844.9789925361983,0,327369.9622647605
SC000,0,STUDY1,ENCODING_LONG,107,327372967.316732,327372986.94683,327374976.249843,1447.2366234986112,0,327376.4341834535
SC000,0,STUDY1,ENCODING_LONG,108,327379434.480606,327379463.14265203,327381452.270343,1513.199327455368,0,327382.97634197946
SC000,0,STUDY1,ENCODING_LONG,109,327385976.824711,327386013.66572404,327387985.047773,1516.5466195321642,0,327389.53021234355
SC000,0,STUDY1,ENCODING_LONG,110,327392530.31541795,327392558.12880003,327394547.32199395,1285.4261365137063,0,327395.8435549365
SC000,0,STUDY1,ENCODING_LONG,111,327398848.085513,327398867.820904,327400859.032822,1504.0022685425356,0,327402.37182317255
SC000,0,STUDY1,ENCODING_LONG,112,327405372.491161,327405411.471022,327407388.469005,2184.9785270169377,0,327409.596449549
SC000,0,STUDY1,ENCODING_LONG,113,327412601.878789,327412622.243171,327414611.560548,1753.2961360411718,0,327416.375539307
SC000,0,STUDY1,ENCODING_LONG,114,327419381.9064,327419401.373657,327421393.56702,1905.4593620239757,0,327423.306833019
SC000,0,STUDY1,ENCODING_LONG,115,327426307.22802705,327426344.957865,327428316.47626996,2779.36177252559,0,327431.12431963754
SC000,0,STUDY1,ENCODING_LONG,116,327434124.941351,327434162.217923,327436133.51140296,1498.6705215414986,0,327437.6608884445
SC000,0,STUDY1,ENCODING_LONG,117,327440666.96922,327440687.792969,327442677.14157504,1816.8736859806813,0,327444.504666655
SC000,0,STUDY1,ENCODING_LONG,118,327447505.025719,327447546.306225,327449520.079382,2047.6367285009474,0,327451.5939429535
SC000,0,STUDY1,ENCODING_LONG,119,327454599.170116,327454619.22681403,327456608.950231,1199.2702084826306,0,327457.8184970225
SC000,0,STUDY1,ENCODING_LONG,120,327460818.715411,327460845.787564,327462834.828117,1229.6858199988492,0,327464.075473384
