subject,session,experiment_phase,event,trial_index,sync_time,orient_time,trial_time,time_to_respond,log_num,log_time
SC000,0,STUDY1,ENCODING_LONG,75,327052890.17758,327052910.022963,327054898.326258,1799.383667006623,0,327056.70940663
SC000,0,STUDY1,ENCODING_LONG,76,327059710.05337304,327059749.214227,327061728.183215,2994.479114015121,0,327064.74369334104
SC000,0,STUDY1,ENCODING_LONG,77,327171365.518092,327171420.957396,327173383.26455003,1371.6253385064192,0,327174.7925827345
SC000,0,STUDY1,ENCODING_LONG,78,327177793.483009,327177833.73737204,327179801.86747,1591.8795730103739,0,327181.425616945
SC000,0,STUDY1,ENCODING_LONG,79,327184425.70822304,327184452.955486,327186441.191042,1074.9448714777827,0,327187.5279003575
SC000,0,STUDY1,ENCODING_LONG,80,327190528.530419,327190555.922669,327192546.377214,2394.8838704964146,0,327194.9508065395
SC000,0,STUDY1,ENCODING_LONG,81,327197951.292251,327197982.751235,327199973.146856,1398.4364269999787,0,327201.381187662
SC000,0,STUDY1,ENCODING_LONG,82,327204386.84547096,327204409.242032,327206397.12510896,1961.0010650358163,0,327208.370243097
SC000,0,STUDY1,ENCODING_LONG,83,327211370.470089,327211398.214809,327213386.492634,1172.0382010098547,0,327214.57025301
SC000,0,STUDY1,ENCODING_LONG,84,327217570.485421,327217599.03778297,327219591.41282105,1809.054664510768,0,327221.4080924475
SC000,0,STUDY1,ENCODING_LONG,85,327224408.580378,327224436.262606,327226424.220438,1291.4079659967683,0,327227.727670572
