subject,session,experiment_block,experiment_phase,trial_index,pulse_time,log_num,log_time
SC000,0,0,RETRIEVAL,34,339576360.124613,0,339582.35983947245
SC000,0,0,RETRIEVAL,35,339585359.983926,0,339591.35983947245
SC000,0,0,RETRIEVAL,36,339594359.97271,0,339600.35983947245
SC000,0,0,RETRIEVAL,37,339603360.18808097,0,339609.35983947245
SC000,0,0,RETRIEVAL,38,339612360.201383,0,339618.35983947245
SC000,0,0,RETRIEVAL,39,339621359.98174405,0,339627.35983947245
SC000,0,0,RETRIEVAL,40,339630360.364274,0,339636.35983947245
SC000,0,0,RETRIEVAL,41,339639360.197954,0,339645.35983947245
SC000,0,0,RETRIEVAL,42,339648360.074867,0,339654.35983947245
SC000,0,0,RETRIEVAL,43,339657360.19540995,0,339663.35983947245
SC000,0,0,RETRIEVAL,44,339666360.195029,0,339672.35983947245
SC000,0,0,RETRIEVAL,45,339675360.116435,0,339681.35983947245
SC000,0,0,RETRIEVAL,46,339684360.508008,0,339690.35983947245
SC000,0,0,RETRIEVAL,47,339693360.341072,0,339699.35983947245
SC000,0,0,RETRIEVAL,48,339702360.107484,0,339708.35983947245
SC000,0,0,RETRIEVAL,49,339711360.327865,0,339717.35983947245
SC000,0,0,RETRIEVAL,50,339720360.317489,0,339726.35983947245
SC000,0,0,RETRIEVAL,51,339729360.386434,0,339735.35983947245
SC000,0,0,RETRIEVAL,52,339738360.16446203,0,339744.35983947245
SC000,0,0,RETRIEVAL,53,339747360.123577,0,339753.35983947245
SC000,0,0,RETRIEVAL,54,339756360.066912,0,339762.35983947245
SC000,0,0,RETRIEVAL,55,339765360.20197594,0,339771.35983947245
SC000,0,0,RETRIEVAL,56,339774360.55477595,0,339780.35983947245
SC000,0,0,RETRIEVAL,57,339783366.350855,0,339789.35983947245
SC000,0,0,RETRIEVAL,58,339792360.24846005,0,339798.35983947245
SC000,0,0,RETRIEVAL,59,339801359.997899,0,339807.35983947245
