type,time,data,id
SC000,0,0,ENCODING,0,381331084.396763,381331138.869118,381333114.203048,,0,381337.078469482
SC000,0,0,ENCODING,1,381340078.801937,381340114.495876,381342111.192468,,0,381346.078469482
SC000,0,0,ENCODING,2,381349078.677512,381349126.871228,381351121.999929,,0,381355.078469482
SC000,0,0,ENCODING,3,381358078.838618,381358113.825106,381360112.572042,,0,381364.078469482
SC000,0,0,ENCODING,4,381367078.801637,381367128.394567,381369123.93206495,,0,381373.078469482
SC000,0,0,ENCODING,5,381376079.19461,381376114.764341,381378113.161927,,0,381382.078469482
SC000,0,0,ENCODING,6,381385079.216167,381385126.575967,381387123.663155,,0,381391.078469482
SC000,0,0,ENCODING,7,381394078.641503,381394114.68948203,381396113.374117,,0,381400.078469482
SC000,0,0,ENCODING,8,381403086.033841,381403107.982872,381405117.329952,,0,381409.078469482
SC000,0,0,ENCODING,9,381412078.766998,381412113.139318,381414320.672449,,0,381418.078469482
SC000,0,0,ENCODING,10,381421078.958728,381421114.46359897,381423111.080273,,0,381427.078469482
SC000,0,0,ENCODING,11,381430079.168059,381430125.606192,381432122.737764,,0,381436.078469482
SC000,0,0,ENCODING,12,381439078.608184,381439113.46006,381441106.387692,,0,381445.078469482
SC000,0,0,ENCODING,13,381448078.560105,381448113.882974,381450112.268857,,0,381454.078469482
SC000,0,0,ENCODING,14,381457078.63062704,381457124.32589,381459116.74609405,,0,381463.078469482
SC000,0,0,ENCODING,15,381466078.59425896,381466111.70694697,381468121.370085,,0,381472.078469482
SC000,0,0,ENCODING,16,381475078.606052,381475113.217251,381477106.387446,,0,381481.078469482
SC000,0,0,ENCODING,17,381484078.70615304,381484113.55667,381486111.858435,,0,381490.078469482
SC000,0,0,ENCODING,18,381493078.755485,381493124.86228204,381495121.498647,,0,381499.078469482
SC000,0,0,ENCODING,19,381502078.580357,381502113.096965,381504105.953839,,0,381508.078469482
SC000,0,0,ENCODING,20,381511078.700312,381511113.52368504,381513113.179068,,0,381517.078469482
SC000,0,0,ENCODING,21,381520079.003349,381520118.094027,381522111.851335,,0,381526.078469482
SC000,0,0,ENCODING,22,381529078.71173,381529124.57286996,381531121.440952,,0,381535.078469482
SC000,0,0,ENCODING,23,381538078.805452,381538113.172998,381540106.07641095,,0,381544.078469482
SC000,0,0,ENCODING,24,381547078.591243,381547118.65295595,381549112.84573996,,0,381553.078469482
SC000,0,0,ENCODING,25,381556078.725597,381556113.522325,381558112.941305,,0,381562.078469482
SC000,0,0,ENCODING,26,381565078.65576303,381565122.343993,381567115.09104496,,0,381571.078469482
SC000,0,0,ENCODING,27,381574078.923025,381574112.995448,381576105.78259903,,0,381580.078469482
SC000,0,0,ENCODING,28,381583078.71006,381583125.22326005,381585120.732864,,0,381589.078469482
SC000,0,0,ENCODING,29,381592078.75817394,381592113.351614,381594150.061979,,0,381598.078469482
SC000,0,0,ENCODING,30,381601078.65392,381601113.26465696,381603105.82641196,,0,381607.078469482
SC000,0,0,ENCODING,31,381610078.70481294,381610116.235753,381612111.31568396,,0,381616.078469482
SC000,0,0,ENCODING,32,381619078.77752596,381619110.986171,381621120.368201,,0,381625.078469482
SC000,0,0,ENCODING,33,381628078.861194,381628111.508581,381630121.617829,,0,381634.078469482
SC000,0,0,ENCODING,34,381637078.701133,381637122.037996,381639119.59480697,,0,381643.078469482
SC000,0,0,ENCODING,35,381646078.941297,381646112.867427,381648107.78247404,,0,381652.078469482
SC000,0,0,ENCODING,36,381655078.716894,381655121.937407,381657113.329332,,0,381661.078469482
SC000,0,0,ENCODING,37,381664078.91264,381664120.744269,381666114.13839,,0,381670.078469482
SC000,0,0,ENCODING,38,381673078.913693,381673112.960298,381675106.283421,,0,381679.078469482
SC000,0,0,ENCODING,39,381682078.86427003,381682111.310867,381684121.07781196,,0,381688.078469482
SC000,0,0,ENCODING,40,381691078.894982,381691117.014451,381693112.641245,,0,381697.078469482
SC000,0,0,ENCODING,41,381700078.72826296,381700119.813035,381702112.72823,,0,381706.078469482
SC000,0,0,ENCODING,42,381709078.950532,381709119.794769,381711116.948731,,0,381715.078469482
SC000,0,0,ENCODING,43,381718078.608469,381718113.31766903,381720106.416933,,0,381724.078469482
SC000,0,0,ENCODING,44,381727078.823241,381727121.52963597,381729113.326165,,0,381733.078469482
SC000,0,0,RETRIEVAL,0,381896248.209976,381896313.529716,381898251.822492,,0,381902.242528088
SC000,0,0,RETRIEVAL,1,381905249.69393,381905273.817989,381907262.195758,,0,381911.242528088
SC000,0,0,RETRIEVAL,2,381914242.85147,381914278.50980103,381916250.231663,,0,381920.242528088
SC000,0,0,RETRIEVAL,3,381923243.037619,381923276.955985,381925248.111879,,0,381929.242528088
SC000,0,0,RETRIEVAL,4,381932242.719279,381932277.148297,381934248.461507,,0,381938.242528088
SC000,0,0,RETRIEVAL,5,381941242.930124,381941276.646949,381943250.483012,,0,381947.242528088
SC000,0,0,RETRIEVAL,6,381950242.94372004,381950279.324184,381952251.159515,,0,381956.242528088
SC000,0,0,RETRIEVAL,7,381959242.75991905,381959279.036286,381961250.93564004,,0,381965.242528088
SC000,0,0,RETRIEVAL,8,381968242.97666603,381968279.32015604,381970250.863489,,0,381974.242528088
SC000,0,0,RETRIEVAL,9,381977243.095039,381977286.737966,381979259.358324,,0,381983.242528088
SC000,0,0,RETRIEVAL,10,381986242.98759997,381986283.318824,381988254.93302095,,0,381992.242528088
SC000,0,0,RETRIEVAL,11,381995242.894051,381995278.400212,381997258.927073,,0,382001.242528088
SC000,0,0,RETRIEVAL,12,382004242.691688,382004283.07328904,382006259.343839,,0,382010.242528088
SC000,0,0,RETRIEVAL,13,382013242.896892,382013283.17955005,382015261.20057,,0,382019.242528088
SC000,0,0,RETRIEVAL,14,382022242.76984304,382022276.1652,382024247.805368,,0,382028.242528088
SC000,0,0,RETRIEVAL,15,382031243.08543,382031276.321136,382033247.96193,,0,382037.242528088
SC000,0,0,RETRIEVAL,16,382040242.731394,382040275.548996,382042264.03219,,0,382046.242528088
SC000,0,0,RETRIEVAL,17,382049242.818065,382049276.17362297,382051248.038195,,0,382055.242528088
SC000,0,0,RETRIEVAL,18,382058242.803964,382058276.864197,382060248.695525,,0,382064.242528088
SC000,0,0,RETRIEVAL,19,382067242.923277,382067276.90775305,382069248.955571,,0,382073.242528088
SC000,0,0,RETRIEVAL,20,382076243.232278,382076285.89735,382078257.71908396,,0,382082.242528088
SC000,0,0,RETRIEVAL,21,382085242.84247404,382085281.764093,382087253.452021,,0,382091.242528088
SC000,0,0,RETRIEVAL,22,382094242.939889,382094277.076473,382096248.65492004,,0,382100.242528088
