subject,session,experiment_block,experiment_phase,trial_index,pulse_time,log_num,log_time
SC000,0,0,RETRIEVAL,36,382220243.080835,0,382226.242528088
SC000,0,0,RETRIEVAL,37,382229242.76187605,0,382235.242528088
SC000,0,0,RETRIEVAL,38,382238242.86802,0,382244.242528088
SC000,0,0,RETRIEVAL,39,382247243.000473,0,382253.242528088
SC000,0,0,RETRIEVAL,40,382256242.73485595,0,382262.242528088
SC000,0,0,RETRIEVAL,41,382265242.916103,0,382271.242528088
SC000,0,0,RETRIEVAL,42,382274242.878015,0,382280.242528088
SC000,0,0,RETRIEVAL,43,382283243.18522197,0,382289.242528088
SC000,0,0,RETRIEVAL,44,382292242.70747995,0,382298.242528088
SC000,0,0,RETRIEVAL,45,382301243.03450304,0,382307.242528088
SC000,0,0,RETRIEVAL,46,382310242.65484,0,382316.242528088
SC000,0,0,RETRIEVAL,47,382319242.91249496,0,382325.242528088
SC000,0,0,RETRIEVAL,48,382328242.907936,0,382334.242528088
SC000,0,0,RETRIEVAL,49,382337242.882957,0,382343.242528088
SC000,0,0,RETRIEVAL,50,382346242.89320797,0,382352.242528088
SC000,0,0,RETRIEVAL,51,382355242.844433,0,382361.242528088
SC000,0,0,RETRIEVAL,52,382364242.74868304,0,382370.242528088
SC000,0,0,RETRIEVAL,53,382373243.001774,0,382379.242528088
SC000,0,0,RETRIEVAL,54,382382242.919465,0,382388.242528088
SC000,0,0,RETRIEVAL,55,382391242.73189,0,382397.242528088
SC000,0,0,RETRIEVAL,56,382400242.62255096,0,382406.242528088
SC000,0,0,RETRIEVAL,57,382409242.89299196,0,382415.242528088
SC000,0,0,RETRIEVAL,58,382418242.869797,0,382424.242528088
SC000,0,0,RETRIEVAL,59,382427243.088784,0,382433.242528088
