type,time,data,id
SC000,0,0,ENCODING,0,391241548.571988,391241583.590242,391243570.219914,,0,391247.544732121
SC000,0,0,ENCODING,1,391250548.742061,391250567.368573,391252570.692313,,0,391256.544732121
SC000,0,0,ENCODING,2,391259544.929109,391259579.02479297,391261564.83031905,,0,391265.544732121
SC000,0,0,ENCODING,3,391268548.558855,391268566.972351,391270572.66052604,,0,391274.544732121
SC000,0,0,ENCODING,4,391277548.260711,391277566.608265,391279571.33117497,,0,391283.544732121
SC000,0,0,ENCODING,5,391286547.44875,391286566.01003903,391288572.55386,,0,391292.544732121
SC000,0,0,ENCODING,6,391295547.71221805,391295565.408136,391297571.52501696,,0,391301.544732121
SC000,0,0,ENCODING,7,391304547.773344,391304566.335981,391306572.164816,,0,391310.544732121
SC000,0,0,ENCODING,8,391313547.635342,391313566.151085,391315572.09673303,,0,391319.544732121
SC000,0,0,ENCODING,9,391322547.92787796,391322565.865933,391324615.337217,,0,391328.544732121
SC000,0,0,ENCODING,10,391331545.20554996,391331582.751342,391333571.80883104,,0,391337.544732121
SC000,0,0,ENCODING,11,391340544.82987803,391340570.86768603,391342573.738222,,0,391346.544732121
SC000,0,0,ENCODING,12,391349545.081671,391349582.596371,391351571.64618295,,0,391355.544732121
SC000,0,0,ENCODING,13,391358545.11360997,391358581.954569,391360571.817415,,0,391364.544732121
SC000,0,0,ENCODING,14,391367544.97850096,391367582.438623,391369572.375974,,0,391373.544732121
SC000,0,0,ENCODING,15,391376544.93566203,391376581.869511,391378580.887852,,0,391382.544732121
SC000,0,0,ENCODING,16,391385544.939684,391385581.97522795,391387571.4743,,0,391391.544732121
SC000,0,0,ENCODING,17,391394545.270002,391394581.718152,391396571.52721196,,0,391400.544732121
SC000,0,0,ENCODING,18,391403545.366774,391403582.024334,391405572.87929803,,0,391409.544732121
SC000,0,0,ENCODING,19,391412545.28878295,391412581.988314,391414571.99499303,,0,391418.544732121
SC000,0,0,ENCODING,20,391421545.173016,391421580.86816,391423572.950149,,0,391427.544732121
SC000,0,0,ENCODING,21,391430547.817568,391430566.417402,391432571.951886,,0,391436.544732121
SC000,0,0,ENCODING,22,391439544.870877,391439581.325759,391441572.148242,,0,391445.544732121
SC000,0,0,ENCODING,23,391448545.211459,391448581.276633,391450571.226897,,0,391454.544732121
SC000,0,0,ENCODING,24,391457545.02149796,391457570.17765504,391459573.128614,,0,391463.544732121
SC000,0,0,ENCODING,25,391466545.11711395,391466570.506844,391468573.317933,,0,391472.544732121
SC000,0,0,ENCODING,26,391475544.81381,391475569.177314,391477572.52395797,,0,391481.544732121
SC000,0,0,ENCODING,27,391484544.814758,391484570.232756,391486573.910092,,0,391490.544732121
SC000,0,0,ENCODING,28,391493544.966924,391493580.57874,391495571.225139,,0,391499.544732121
SC000,0,0,ENCODING,29,391502545.397555,391502580.180407,391504619.118819,,0,391508.544732121
SC000,0,0,ENCODING,30,391511545.43969697,391511581.259573,391513572.564408,,0,391517.544732121
SC000,0,0,ENCODING,31,391520544.808795,391520570.043616,391522574.361331,,0,391526.544732121
SC000,0,0,ENCODING,32,391529545.116038,391529569.579634,391531573.03565,,0,391535.544732121
SC000,0,0,ENCODING,33,391538548.83299303,391538567.335788,391540572.12608695,,0,391544.544732121
SC000,0,0,ENCODING,34,391547544.872023,391547569.793833,391549572.949877,,0,391553.544732121
SC000,0,0,ENCODING,35,391556544.865305,391556569.771842,391558573.337205,,0,391562.544732121
SC000,0,0,ENCODING,36,391565548.611542,391565566.31357,391567572.097309,,0,391571.544732121
SC000,0,0,ENCODING,37,391574549.012357,391574567.680065,391576570.97275,,0,391580.544732121
SC000,0,0,ENCODING,38,391583548.578707,391583566.921278,391585574.328751,,0,391589.544732121
SC000,0,0,ENCODING,39,391592547.81010103,391592566.01494104,391594572.310232,,0,391598.544732121
SC000,0,0,ENCODING,40,391601548.795418,391601567.231618,391603572.465378,,0,391607.544732121
SC000,0,0,ENCODING,41,391610547.896151,391610566.318527,391612573.14545596,,0,391616.544732121
SC000,0,0,ENCODING,42,391619547.49700004,391619565.47153604,391621572.941755,,0,391625.544732121
SC000,0,0,ENCODING,43,391628548.122178,391628566.346425,391630571.55836797,,0,391634.544732121
SC000,0,0,ENCODING,44,391637547.831859,391637566.222522,391639571.764108,,0,391643.544732121
SC000,0,0,RETRIEVAL,0,391813745.288858,391813819.496674,391815769.05966604,,0,391819.740910157
SC000,0,0,RETRIEVAL,1,391822741.35621005,391822775.78312296,391824762.50731504,,0,391828.740910157
SC000,0,0,RETRIEVAL,2,391831744.021357,391831761.748013,391833769.611841,,0,391837.740910157
SC000,0,0,RETRIEVAL,3,391840745.13142604,391840763.545781,391842768.997479,,0,391846.740910157
SC000,0,0,RETRIEVAL,4,391849741.23771304,391849766.466732,391851769.79936796,,0,391855.740910157
SC000,0,0,RETRIEVAL,5,391858744.53626204,391858762.396638,391860769.679205,,0,391864.740910157
SC000,0,0,RETRIEVAL,6,391867744.540631,391867762.757782,391869769.35926497,,0,391873.740910157
SC000,0,0,RETRIEVAL,7,391876741.228675,391876766.271534,391878770.735066,,0,391882.740910157
SC000,0,0,RETRIEVAL,8,391885744.337285,391885762.66539204,391887768.52472,,0,391891.740910157
SC000,0,0,RETRIEVAL,9,391894743.57631403,391894761.72942096,391896768.73812497,,0,391900.740910157
